Date,Symbol,Security Name,Open,High,Low,Close,Volume,Open Interest,Delivery Month,Time,Unadj_Close,Next Quarter
09/14/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.03,42.03,41.61,41.74,8090,4885,200912,16:00:00,114.91,201003
09/15/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.63,41.86,41.45,41.65,6065,4953,200912,16:00:00,114.82,201003
09/16/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.6,41.84,41.43,41.61,4090,5381,200912,16:00:00,114.78,201003
09/17/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.35,41.52,41.26,41.46,4662,5655,200912,16:00:00,114.63,201003
09/18/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.6,41.73,41.29,41.55,3916,6352,200912,16:00:00,114.72,201003
09/21/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.27,41.52,41.25,41.32,2319,6032,200912,16:00:00,114.49,201003
09/22/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.17,41.31,40.9,41.24,6387,6168,200912,16:00:00,114.41,201003
09/23/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.17,41.25,40.94,41.23,3391,7085,200912,16:00:00,114.4,201003
09/24/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.28,41.94,41.28,41.81,5827,7404,200912,16:00:00,114.98,201003
09/25/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.82,42.37,41.82,42.15,2600,7928,200912,16:00:00,115.32,201003
09/28/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.28,42.28,42.01,42.12,3527,7109,200912,16:00:00,115.29,201003
09/29/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.02,42.23,41.78,42.17,7309,6896,200912,16:00:00,115.34,201003
09/30/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.17,42.25,41.98,42.13,4174,6769,200912,16:00:00,115.3,201003
10/01/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.0,42.19,41.65,42.08,6424,7525,200912,16:00:00,115.25,201003
10/02/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.31,42.73,42.08,42.57,4100,8403,200912,16:00:00,115.74,201003
10/05/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.69,42.9,42.69,42.83,3156,8588,200912,16:00:00,116.0,201003
10/06/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.69,42.79,42.59,42.74,4131,8981,200912,16:00:00,115.91,201003
10/07/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.72,43.15,42.67,43.13,4440,9595,200912,16:00:00,116.3,201003
10/08/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,43.0,43.39,42.95,43.29,3985,10028,200912,16:00:00,116.46,201003
10/09/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.98,43.27,42.63,42.72,5277,10503,200912,16:00:00,115.89,201003
10/12/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.65,42.85,42.44,42.81,1182,10511,200912,16:00:00,115.98,201003
10/13/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.79,42.85,42.55,42.69,3621,10175,200912,16:00:00,115.86,201003
10/14/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.55,42.55,42.13,42.28,5250,10123,200912,16:00:00,115.45,201003
10/15/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.98,42.08,41.43,41.71,5198,10896,200912,16:00:00,114.88,201003
10/16/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.44,41.93,41.42,41.86,3132,11664,200912,16:00:00,115.03,201003
10/19/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.79,42.06,41.7,41.98,2697,12012,200912,16:00:00,115.15,201003
10/20/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.02,42.69,42.02,42.55,5053,13154,200912,16:00:00,115.72,201003
10/21/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.58,42.58,41.92,42.03,6234,14416,200912,16:00:00,115.2,201003
10/22/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.13,42.3,42.01,42.11,5351,14947,200912,16:00:00,115.28,201003
10/23/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.83,42.05,41.68,41.77,4875,15700,200912,16:00:00,114.94,201003
10/26/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.6,41.94,41.6,41.87,3563,15717,200912,16:00:00,115.04,201003
10/27/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,41.74,42.72,41.74,42.64,4643,17136,200912,16:00:00,115.81,201003
10/28/2009,&FBTP_CCB,Euro-BTP Long-Term Continuous Contract Backadjusted,42.65,42.87,42.53,42.78,4372,18075,200912,16:00:00,115.95,201003
