ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2023-10-03 00:00:00+00:00,35,1,12212,107.34375,107.4375,106.5625,106.640625,2365949,ZN.c.0
2023-10-04 00:00:00+00:00,35,1,12212,106.640625,107.203125,106.109375,107.125,2321893,ZN.c.0
2023-10-05 00:00:00+00:00,35,1,12212,107.125,107.390625,106.890625,107.234375,1670903,ZN.c.0
2023-10-06 00:00:00+00:00,35,1,12212,107.234375,107.3125,106.203125,106.75,2152156,ZN.c.0
2023-10-08 00:00:00+00:00,35,1,12212,107.125,107.640625,107.078125,107.3125,95631,ZN.c.0
2023-10-09 00:00:00+00:00,35,1,12212,107.3125,107.953125,107.109375,107.921875,697359,ZN.c.0
2023-10-10 00:00:00+00:00,35,1,12212,107.921875,107.984375,107.328125,107.734375,1707867,ZN.c.0
2023-10-11 00:00:00+00:00,35,1,12212,107.734375,108.34375,107.65625,108.15625,1882213,ZN.c.0
2023-10-12 00:00:00+00:00,35,1,12212,108.140625,108.5,107.125,107.3125,1941796,ZN.c.0
2023-10-13 00:00:00+00:00,35,1,12212,107.3125,108.0,107.3125,107.765625,1500950,ZN.c.0
2023-10-15 00:00:00+00:00,35,1,12212,107.671875,107.703125,107.5,107.578125,24238,ZN.c.0
2023-10-16 00:00:00+00:00,35,1,12212,107.5625,107.609375,107.125,107.171875,1153820,ZN.c.0
2023-10-17 00:00:00+00:00,35,1,12212,107.15625,107.25,106.109375,106.265625,1948437,ZN.c.0
2023-10-18 00:00:00+00:00,35,1,12212,106.265625,106.484375,105.640625,105.640625,1785758,ZN.c.0
2023-10-19 00:00:00+00:00,35,1,12212,105.65625,105.953125,105.328125,105.484375,2187955,ZN.c.0
2023-10-20 00:00:00+00:00,35,1,12212,105.46875,106.1875,105.4375,106.0,1725236,ZN.c.0
2023-10-22 00:00:00+00:00,35,1,12212,105.78125,105.859375,105.703125,105.75,32918,ZN.c.0
2023-10-23 00:00:00+00:00,35,1,12212,105.765625,106.5,105.390625,106.359375,1875470,ZN.c.0
2023-10-24 00:00:00+00:00,35,1,12212,106.359375,106.6875,106.078125,106.46875,1708627,ZN.c.0
2023-10-25 00:00:00+00:00,35,1,12212,106.453125,106.5625,105.5625,105.71875,1773062,ZN.c.0
2023-10-26 00:00:00+00:00,35,1,12212,105.71875,106.40625,105.46875,106.3125,2210459,ZN.c.0
2023-10-27 00:00:00+00:00,35,1,12212,106.3125,106.53125,106.09375,106.46875,1568184,ZN.c.0
2023-10-29 00:00:00+00:00,35,1,12212,106.4375,106.4375,106.1875,106.203125,33662,ZN.c.0
2023-10-30 00:00:00+00:00,35,1,12212,106.203125,106.453125,105.9375,106.140625,1402513,ZN.c.0
2023-10-31 00:00:00+00:00,35,1,12212,106.140625,106.65625,105.875,105.9375,2209905,ZN.c.0
2023-11-01 00:00:00+00:00,35,1,12212,105.921875,107.390625,105.859375,107.328125,2517584,ZN.c.0
2023-11-02 00:00:00+00:00,35,1,12212,107.3125,107.875,107.078125,107.421875,2162119,ZN.c.0
2023-11-03 00:00:00+00:00,35,1,12212,107.421875,108.78125,107.390625,108.25,2599995,ZN.c.0
2023-11-05 00:00:00+00:00,35,1,12212,108.234375,108.234375,108.125,108.140625,19554,ZN.c.0
2023-11-06 00:00:00+00:00,35,1,12212,108.140625,108.234375,107.5625,107.765625,1533762,ZN.c.0
2023-11-07 00:00:00+00:00,35,1,12212,107.765625,108.296875,107.609375,108.09375,1723186,ZN.c.0
2023-11-08 00:00:00+00:00,35,1,12212,108.078125,108.484375,107.828125,108.4375,1647401,ZN.c.0
2023-11-09 00:00:00+00:00,35,1,12212,108.4375,108.53125,107.328125,107.453125,2007647,ZN.c.0
2023-11-10 00:00:00+00:00,35,1,12212,107.453125,107.921875,107.265625,107.28125,1513453,ZN.c.0
2023-11-12 00:00:00+00:00,35,1,12212,107.34375,107.375,107.28125,107.296875,24625,ZN.c.0
2023-11-13 00:00:00+00:00,35,1,12212,107.3125,107.484375,107.0,107.375,1108745,ZN.c.0
2023-11-14 00:00:00+00:00,35,1,12212,107.375,108.96875,107.296875,108.84375,2441015,ZN.c.0
2023-11-15 00:00:00+00:00,35,1,12212,108.84375,108.953125,108.078125,108.3125,2275227,ZN.c.0
2023-11-16 00:00:00+00:00,35,1,12212,108.3125,108.9375,108.296875,108.890625,1550288,ZN.c.0
2023-11-17 00:00:00+00:00,35,1,12212,108.890625,109.265625,108.59375,108.765625,1523160,ZN.c.0
2023-11-19 00:00:00+00:00,35,1,12212,108.6875,108.734375,108.578125,108.65625,22568,ZN.c.0
2023-11-20 00:00:00+00:00,35,1,12212,108.65625,108.921875,108.4375,108.890625,1311604,ZN.c.0
2023-11-21 00:00:00+00:00,35,1,12212,108.890625,109.109375,108.734375,109.0625,1418171,ZN.c.0
2023-11-22 00:00:00+00:00,35,1,12212,109.078125,109.265625,108.59375,108.890625,1503294,ZN.c.0
2023-11-23 00:00:00+00:00,35,1,12212,108.890625,108.96875,108.5,108.578125,220345,ZN.c.0
2023-11-24 00:00:00+00:00,35,1,12212,108.578125,108.65625,108.328125,108.46875,766421,ZN.c.0
2023-11-26 00:00:00+00:00,35,1,12212,108.421875,108.421875,108.3125,108.328125,18287,ZN.c.0
2023-11-27 00:00:00+00:00,35,1,12212,108.34375,109.046875,108.1875,108.90625,1311892,ZN.c.0
2023-11-28 00:00:00+00:00,35,1,12212,108.921875,109.65625,108.796875,109.625,1085236,ZN.c.0
2023-11-29 00:00:00+00:00,35,1,12212,109.625,110.125,109.5625,109.984375,259988,ZN.c.0
2023-11-30 00:00:00+00:00,35,1,12212,109.984375,110.09375,109.390625,109.671875,37991,ZN.c.0
2023-12-01 00:00:00+00:00,35,1,12212,109.6875,110.46875,109.484375,110.453125,6867,ZN.c.0
2023-12-03 00:00:00+00:00,35,1,12212,110.421875,110.4375,110.34375,110.34375,63,ZN.c.0
2023-12-04 00:00:00+00:00,35,1,12212,110.375,110.375,109.8125,110.0625,3184,ZN.c.0
2023-12-05 00:00:00+00:00,35,1,12212,110.125,110.65625,110.03125,110.65625,1394,ZN.c.0
2023-12-06 00:00:00+00:00,35,1,12212,110.578125,110.9375,110.375,110.875,243,ZN.c.0
2023-12-07 00:00:00+00:00,35,1,12212,110.765625,110.875,110.34375,110.71875,1132,ZN.c.0
2023-12-08 00:00:00+00:00,35,1,12212,110.671875,110.6875,109.765625,110.09375,538,ZN.c.0
2023-12-10 00:00:00+00:00,35,1,12212,110.03125,110.03125,110.0,110.0,4,ZN.c.0
2023-12-11 00:00:00+00:00,35,1,12212,109.9375,110.109375,109.6875,110.109375,544,ZN.c.0
2023-12-12 00:00:00+00:00,35,1,12212,110.09375,110.5,109.953125,110.234375,605,ZN.c.0
2023-12-13 00:00:00+00:00,35,1,12212,110.3125,111.8125,110.28125,111.609375,634,ZN.c.0
2023-12-14 00:00:00+00:00,35,1,12212,111.875,112.578125,111.875,112.265625,123,ZN.c.0
2023-12-15 00:00:00+00:00,35,1,12212,112.359375,112.484375,111.90625,112.234375,285,ZN.c.0
2023-12-18 00:00:00+00:00,35,1,12212,112.15625,112.265625,111.953125,112.125,17,ZN.c.0
2023-12-19 00:00:00+00:00,35,1,12212,112.25,112.3125,112.15625,112.25,90,ZN.c.0
2023-12-20 00:00:00+00:00,35,1,110030,112.4375,112.984375,112.421875,112.84375,1344754,ZN.c.0
2023-12-21 00:00:00+00:00,35,1,110030,112.84375,113.140625,112.578125,112.75,1338649,ZN.c.0
2023-12-22 00:00:00+00:00,35,1,110030,112.734375,112.96875,112.5,112.71875,816092,ZN.c.0
2023-12-25 00:00:00+00:00,35,1,110030,112.671875,112.6875,112.609375,112.625,2998,ZN.c.0
2023-12-26 00:00:00+00:00,35,1,110030,112.640625,112.75,112.546875,112.59375,370325,ZN.c.0
2023-12-27 00:00:00+00:00,35,1,110030,112.609375,113.375,112.5625,113.25,852957,ZN.c.0
2023-12-28 00:00:00+00:00,35,1,110030,113.25,113.28125,112.796875,112.953125,920744,ZN.c.0
2023-12-29 00:00:00+00:00,35,1,110030,112.953125,113.03125,112.5625,112.6875,1154946,ZN.c.0
2024-01-01 00:00:00+00:00,35,1,110030,112.6875,112.828125,112.625,112.65625,19668,ZN.c.0
2024-01-02 00:00:00+00:00,35,1,110030,112.65625,112.671875,112.125,112.234375,1410278,ZN.c.0
2024-01-03 00:00:00+00:00,35,1,110030,112.234375,112.625,111.875,112.484375,1894074,ZN.c.0
2024-01-04 00:00:00+00:00,35,1,110030,112.484375,112.59375,111.859375,111.921875,1488371,ZN.c.0
2024-01-05 00:00:00+00:00,35,1,110030,111.921875,112.3125,111.203125,111.671875,2330690,ZN.c.0
2024-01-07 00:00:00+00:00,35,1,110030,111.71875,111.71875,111.484375,111.546875,18908,ZN.c.0
2024-01-08 00:00:00+00:00,35,1,110030,111.546875,112.28125,111.515625,111.890625,1604969,ZN.c.0
2024-01-09 00:00:00+00:00,35,1,110030,111.890625,112.0625,111.6875,112.015625,1284520,ZN.c.0
2024-01-10 00:00:00+00:00,35,1,110030,112.015625,112.21875,111.78125,111.90625,1425395,ZN.c.0
2024-01-11 00:00:00+00:00,35,1,110030,111.90625,112.5,111.609375,112.421875,2314810,ZN.c.0
2024-01-12 00:00:00+00:00,35,1,110030,112.421875,112.828125,112.09375,112.625,1929389,ZN.c.0
2024-01-14 00:00:00+00:00,35,1,110030,112.5625,112.578125,112.421875,112.421875,17772,ZN.c.0
2024-01-15 00:00:00+00:00,35,1,110030,112.421875,112.5625,112.21875,112.34375,232503,ZN.c.0
2024-01-16 00:00:00+00:00,35,1,110030,112.34375,112.390625,111.703125,111.890625,2099286,ZN.c.0
2024-01-17 00:00:00+00:00,35,1,110030,111.875,112.046875,111.28125,111.421875,1965065,ZN.c.0
2024-01-18 00:00:00+00:00,35,1,110030,111.4375,111.65625,111.078125,111.140625,1521801,ZN.c.0
2024-01-19 00:00:00+00:00,35,1,110030,111.140625,111.296875,110.8125,111.25,1363285,ZN.c.0
2024-01-21 00:00:00+00:00,35,1,110030,111.234375,111.234375,111.140625,111.1875,15516,ZN.c.0
2024-01-22 00:00:00+00:00,35,1,110030,111.1875,111.609375,111.15625,111.4375,1242422,ZN.c.0
2024-01-23 00:00:00+00:00,35,1,110030,111.4375,111.53125,111.125,111.28125,1178119,ZN.c.0
2024-01-24 00:00:00+00:00,35,1,110030,111.265625,111.609375,110.921875,110.9375,1827485,ZN.c.0
2024-01-25 00:00:00+00:00,35,1,110030,110.9375,111.46875,110.828125,111.46875,1876796,ZN.c.0
2024-01-26 00:00:00+00:00,35,1,110030,111.46875,111.5625,111.0,111.203125,1390411,ZN.c.0
2024-01-28 00:00:00+00:00,35,1,110030,111.28125,111.328125,111.171875,111.1875,24398,ZN.c.0
2024-01-29 00:00:00+00:00,35,1,110030,111.203125,111.71875,111.15625,111.59375,1513023,ZN.c.0
2024-01-30 00:00:00+00:00,35,1,110030,111.59375,111.859375,111.34375,111.734375,1754009,ZN.c.0
2024-01-31 00:00:00+00:00,35,1,110030,111.75,112.640625,111.734375,112.453125,3368420,ZN.c.0
2024-02-01 00:00:00+00:00,35,1,110030,112.453125,113.203125,112.296875,112.828125,2599282,ZN.c.0
